,an_analytical,an_cal,bn_analytical,bn_cal
0,0.3333333333333333,0.33333333333333337,0,0.0
1,-0.4,-0.40528473456935116,0,3.644314745252981e-17
2,0.1,0.1013211836423379,0,-6.227541683302938e-17
3,-0.044444444444444446,-0.045031637174372384,0,7.042334420837237e-17
4,0.025,0.02533029591058436,0,-1.123505214940244e-16
